"","array","month.day","temp.avg","hum.avg","dew.pt.avg","light.avg","light.min","light.max","temp.min","temp.max","temp.std","light.std","dew.pt.std","hum.std","hum.max","hum.min","dp.max","dp.min","daynum","grove"
"1136","SW","01-10",11.6780347222222,95.4010416666667,10.7024305555556,920.842013888889,0,24800.2,7.682,17.665,2.97636025392752,1934.5226389739,2.13935114932271,6.2800302068505,102.5,70.5,14,7.3,41,"TC"
"1137","SW","01-11",13.118387283237,93.6387283236994,11.7803468208092,722.552601156069,0,9300.1,10.846,15.951,1.65793086415039,1079.91795508596,0.525806021303724,7.42644963541737,101.5,78.5,12.9,10.4,42,"TC"
"1138","SW","12-12",11.3642023809524,88.7261904761905,9.27976190476191,0,0,0,9.176,15.569,1.70161464624974,0,1.21712477327182,3.04821176285925,93,79,12.1,7.5,12,"TC"
"1139","SW","12-13",13.1296145833333,71.546875,7.35729166666667,883.652083333333,0,22044.6,7.582,27.37,4.41728547046616,1756.17039250802,3.25199734256163,18.3068709314671,97,35,13.9,2.3,13,"TC"
"1140","SW","12-14",13.4160625,69.8975694444444,7.64479166666667,504.034722222222,0,3272.2,8.68,18.711,3.08743671118251,751.644702171419,2.8238852985634,9.97771529129715,83.5,41,13.3,3.5,14,"TC"
"1141","SW","12-15",11.3310486111111,78.9548611111111,7.4625,866.683680555555,0,7577.8,5.552,22.908,4.33983144445379,1352.58273732171,3.45972094099322,5.47306142614633,87.5,64,13.9,2.5,15,"TC"
"1142","SW","12-16",12.0657534722222,84.2204861111111,9.18576388888889,761.439236111111,0,12400.1,6.573,17.76,3.77115572978834,1321.81868575164,3.03634868744069,5.98218875841191,93.5,67,13.6,4.2,16,"TC"
"1143","SW","12-17",13.6994548611111,95.3993055555556,12.6565972222222,572.694444444444,0,4650,10.553,17.379,1.61408898093429,987.1507866828,1.47460201360531,2.91133783986138,99.5,86.5,15.8,9.4,17,"TC"
"1144","SW","12-18",12.1323055555556,89.6666666666667,10.11875,918.187847222222,0,13777.9,7.582,25.028,3.72825491733199,1597.60719682813,2.47852009204886,7.85229498843274,99,57.5,17.6,6.2,18,"TC"
"1145","SW","12-19",11.9290729166667,82.6024305555556,8.63888888888889,930.709027777778,0,22044.6,6.877,26,4.52238257156385,1795.66313488774,3.13138793488784,8.83456710616592,96.5,50,14.3,4.3,19,"TC"
"1146","SW","12-20",11.8335277777778,85.9253472222222,9.24826388888889,791.005208333333,0,15155.7,5.86,20.901,4.42897229007634,1526.93239538537,3.88100849529771,4.2829558345155,94.5,66.5,15,3.9,20,"TC"
"1147","SW","12-21",14.2463472222222,82.7222222222222,11.0565972222222,790.328819444444,0,14466.8,10.063,21.282,2.84424027888539,1575.27909584103,2.03227226055899,5.8390962076227,92,64,14.9,8.1,21,"TC"
"1148","SW","12-22",12.9104618055556,88.8697916666667,10.8069444444444,738.639583333333,0,17222.3,8.581,19.187,3.10044595959386,1430.45785220308,2.17914258552593,6.02039714952254,96.5,70,14,7,22,"TC"
"1149","SW","12-23",12.7238819444444,90.9722222222222,10.9826388888889,762.183680555555,0,11022.3,8.182,19.377,3.34386101501789,1281.76040661921,2.63238554151539,5.02234650163656,97,75.5,15.3,7,23,"TC"
"1150","SW","12-24",16.0554409722222,69.5034722222222,9.83055555555556,813.538541666667,0,17222.3,9.571,25.222,4.28252338708892,1499.97947217334,1.89862513167583,15.0256455017703,96,41.5,13.6,6.4,24,"TC"
"1151","SW","12-25",14.2801284722222,64.0555555555556,6.98993055555556,885.934027777778,0,10677.8,9.768,20.138,2.19116058236796,1387.77811462187,2.18057691325098,13.5555523822213,92.5,39.5,10,2.9,25,"TC"
"1152","SW","12-26",11.2418993055556,59.4045138888889,2.83854166666667,805.949305555555,0,11711.2,5.244,20.996,4.91315416053235,1295.21656349082,1.51953847236243,14.7234819360219,80.5,32,7.1,-0.6,26,"TC"
"1153","SW","12-27",12.2183576388889,42.8663194444444,-0.803472222222222,847.3625,0,12400.1,6.166,21.855,4.34816110683834,1389.26638788184,1.93096582482635,10.9151148756105,60.5,20,5.4,-4.3,27,"TC"
"1154","SW","12-28",9.81025347222222,51.8819444444444,-0.0697916666666667,812.564930555556,0,8611.2,4.311,16.237,3.63430064995641,1236.1230040615,2.67862046993433,9.2186914561748,69.5,37,4.9,-3.9,28,"TC"
"1155","SW","12-29",9.35726041666667,60.3107638888889,1.63368055555556,798.176388888889,0,13777.9,4.102,16.523,4.00152580022374,1345.83227506674,3.24063018058002,10.289356604995,78.5,45.5,7.1,-3.8,29,"TC"
"1156","SW","12-30",10.0862604166667,66.7222222222222,3.68472222222222,866.422569444444,0,17222.3,3.155,20.901,5.53337170414815,1589.14075282094,3.3983767275717,10.2424065146707,81.5,40.5,9.1,-1.3,30,"TC"
"1157","SW","12-31",9.88491319444444,71.2170138888889,4.42604166666667,859.882986111111,0,8266.7,4.623,17.95,3.82659475571876,1319.50674905044,2.52815138664557,12.64086986928,90.5,39,9.2,-2.9,31,"TC"
"1158","Cluster","01-15",10.9660486111111,102.715277777778,11.0076388888889,185.45625,0,1194.8,10.357,13.269,0.492384853315251,277.450050117701,0.478646088960391,0.87835824639677,103.5,99,12.9,10.4,46,"AB"
"1159","Cluster","01-16",14.1804131944444,102.734375,14.2416666666667,918.001388888889,0,13089,11.431,18.806,1.83486707911321,1759.22217136468,1.67847616306135,1.01027765097311,104,100,17.6,11.4,47,"AB"
"1160","Cluster","01-17",14.61809375,103.987847222222,14.9395833333333,530.723958333333,0,3444.5,12.497,15.378,0.76444329785815,864.040539934602,0.725370865134562,0.241276117199637,104.5,103.5,15.6,12.7,48,"AB"
"1161","Cluster","01-18",14.6986319444444,102.189236111111,14.1107638888889,3854.43298611111,0,55111.5,10.748,29.652,4.32447643645204,7798.83416749668,2.78685105222057,3.22605714620926,104.5,87,22.6,10.9,49,"AB"
"1162","Cluster","01-19",17.5873194444444,78.1319444444444,12.1920138888889,5555.021875,0,110223,10.455,36.079,6.43999090251135,14584.6798816742,3.13297157866113,19.8882317829753,103.5,33,20.6,8.1,50,"AB"
"1163","Cluster","01-20",16.0648576388889,73.5,10.7378472222222,2575.42638888889,0,35822.5,11.528,22.333,2.74611867951157,4764.59622804542,2.38762595871671,12.2384838850602,92.5,49,13.9,6.8,51,"AB"
"1164","Cluster","01-21",14.7996319444444,46.234375,2.06388888888889,5969.69756944444,0,104711.8,8.978,30.356,4.23220651051987,15206.2898564907,2.65523245466535,13.7644355250152,84,23.5,10.8,-0.4,52,"AB"
"1165","Cluster","01-22",13.6798506944444,45.8888888888889,0.792708333333333,6245.95839160839,0,110223,7.179,29.452,5.77452785423212,16580.8812164582,2.23360046485162,12.4846867099439,68.5,23.5,4.8,-4.8,53,"AB"
"1166","Cluster","01-23",14.9038263888889,44.28125,0.974652777777778,13247.8538194444,0,176356.7,7.983,33.848,6.35177172334643,38697.8108003503,4.45827929075976,18.2963619267902,77.5,17.5,8.5,-6.7,54,"AB"
"1167","Cluster","01-24",18.77303125,36.1076388888889,1.859375,12187.3052083333,0,176356.7,9.373,35.864,7.24493815093454,35308.489729266,1.22964923399966,13.3577370856867,61.5,15,5.5,-0.7,55,"AB"
"1168","Cluster","01-25",19.2471875,33.359375,1.353125,12686.5597222222,0,176356.7,11.236,38.046,6.95632039029161,36703.8176263051,1.98216541877482,10.3442580627775,55,13.5,6.2,-1.6,56,"AB"
"1169","Cluster","01-26",19.9566527777778,28.7586805555556,0.280902777777778,12324.9201388889,0,165334.4,13.461,38.938,6.67500815102865,35783.0943058926,1.70611215761088,7.50516159171864,41.5,11,5.2,-3.5,57,"AB"
"1170","Cluster","01-27",17.5915555555556,42.59375,3.61527777777778,10250.6878472222,0,137778.7,10.846,33.953,6.29255311686839,28694.1225510254,2.52929372589246,12.2067652388263,81,16.5,11.7,-1.2,58,"AB"
"1171","Cluster","01-28",14.8057847222222,63.9878472222222,7.17013888888889,2344.22534722222,0,16533.4,9.472,32.497,4.81388187858307,3908.2165887546,2.65601886619362,12.8859520875665,80.5,32,11.7,2.7,59,"AB"
"1172","Cluster","01-29",15.1463125,75.6840277777778,10.4309027777778,10816.2454861111,0,165334.4,10.748,30.356,4.08937800654338,33119.3347165753,1.80731668703624,13.8960484353536,93.5,30.5,14.3,6.6,60,"AB"
"1173","Cluster","01-30",14.0486944444444,81.7986111111111,10.415625,8498.18125,0,148801,9.768,27.468,4.22971736484246,27659.7098968097,1.56741613371719,13.6268488109771,93.5,32,13,7.9,61,"AB"
"1174","Cluster","01-31",12.0991597222222,97.5052083333333,11.3256944444444,672.037847222222,0,19289,9.275,14.23,1.36560234269426,1826.99069573187,1.17895285302485,5.85785222663215,102.5,82.5,13.5,9.4,62,"AB"
"1175","Cluster","02-01",12.4355416666667,100.864583333333,12.1954861111111,2466.70416666667,0,44089.2,8.382,17.284,2.67414174026702,5071.95107459139,2.36524201673229,2.04838574158811,103,94.5,16,8.4,63,"AB"
"1176","Cluster","02-02",11.8899930555556,103.527777777778,11.7989583333333,1047.09305555556,0,18600.1,9.768,21.664,1.76196784586072,2399.75557073106,1.17412535094054,0.5370514992201,104.5,101,15,10.1,64,"AB"
"1177","Cluster","02-03",12.3796041666667,103.505208333333,12.66875,2987.39139072848,0,93689.5,10.357,16.046,1.277312494507,8429.92346797162,1.08184052422741,0.788069107450906,104.5,101,15.9,10.7,65,"AB"
"1178","Cluster","02-04",11.7534722222222,101.760416666667,12.01875,NA,NA,NA,8.5,23,2.58007409326783,NA,2.26414158303184,3.12958722551243,104.5,91.5,21.5,8.4,66,"AB"
"1179","Cluster","02-05",10.6401076388889,81.9270833333333,6.63020833333333,3130.46644736842,0,17222.3,6.5,24.255,4.34985740871794,4470.76603263195,4.35704691232115,17.2818376343752,104,47,18.4,-2.9,67,"AB"
"1180","Cluster","02-06",9.39818055555556,57.0520833333333,0.228472222222222,9707.96909722222,0,165334.4,1.872,26.097,5.69340192866208,31019.3098271805,1.49497011236224,15.0879787797616,82.5,24.5,3.9,-3.2,68,"AB"
"1181","Cluster","02-07",10.9144826388889,50.1822916666667,-0.279166666666667,9417.04479166667,0,170845.6,5.45,28.953,5.64494236272109,29852.2429917014,2.24553370110258,14.5864812223929,75,20.5,3.2,-4,69,"AB"
"1182","Cluster","02-08",11.4235451388889,54.8350694444444,1.44375,9091.47152777778,0,165334.4,5.757,28.853,5.62763911095161,28157.9265003773,2.24625801881886,15.9105640402465,81,18.5,4.5,-3.1,70,"AB"
"1183","Cluster","02-09",11.1722256944444,81.5572916666667,7.42083333333333,7513.65555555556,0,159823.3,6.166,24.158,4.10906999758483,24940.8155240768,1.7683975698798,14.3050763007536,99,43,17.1,4.4,71,"AB"
"1184","Cluster","02-10",9.83315625,79.0190972222222,5.49965277777778,1982.73541666667,0,20666.8,5.552,21.951,3.18584135555245,3600.13166536168,3.34980885890699,15.7985075117959,98,47,11.3,-1.4,72,"AB"
"1185","Cluster","02-11",9.83665277777778,60.1545138888889,1.27048611111111,9265.15277777778,0,170845.6,3.261,25.805,5.72286029983441,27810.4704307028,1.94631710816113,17.5719401489736,82,22,5.6,-3.5,73,"AB"
"1186","Cluster","02-12",11.4963023255814,41.2364341085271,-1.76356589147287,10974.4,0,93689.5,7.782,22.621,4.14655864581675,23645.3465486208,1.75774793701416,11.5910252053077,65,20,2.9,-4.4,74,"AB"
"1187","Cluster","01-01",12.9172881944444,25.5711805555556,-8.08611111111111,29803.7590277778,0,209423.6,4.519,35.115,8.72030863123385,63510.6111831325,2.5447934442745,9.18078033291795,43,9.5,-2.8,-12,32,"AB"
"1188","Cluster","01-02",13.4847847222222,29.9513888888889,-5.96458333333333,29124.4333333333,0,209423.6,4.311,38.046,9.79848504514728,62132.9350121263,3.32522758645813,11.1638602225104,43,7.5,0,-12.9,33,"AB"
"1189","Cluster","01-03",13.9782013888889,37.6944444444444,-2.56215277777778,28895.4006944444,0,209423.6,5.962,37.714,10.0141012017635,61460.7494906498,3.18667602058969,13.7915177576516,59.5,11.5,4.4,-7.2,34,"AB"
"1190","Cluster","01-04",14.4973506944444,39.8402777777778,-0.621527777777778,28427.24375,0,198401.3,7.582,36.403,8.31223413650022,60570.6826974038,3.39379764660839,12.9684222184298,60.5,14,6.8,-5.4,35,"AB"
"1191","Cluster","01-05",10.6062395833333,68.0520833333333,4.30381944444444,704.664930555556,0,5511.1,7.882,14.613,1.88514913916502,1126.93369095884,4.12292215584706,18.680303098922,97,46,9.3,-2.1,36,"AB"
"1192","Cluster","01-06",13.2061145833333,91.0833333333333,10.5621527777778,19630.5121527778,0,176356.7,6.471,30.054,5.6979044858947,44047.4241104361,2.45164913939781,11.5870437075871,99,51.5,17.2,5.9,37,"AB"
"1193","Cluster","01-07",12.7929826388889,99.2048611111111,12.3225694444444,3531.925,0,126756.4,10.455,24.641,2.08977970840534,12571.6692871043,1.65270689017959,1.72944694634572,101,89.5,20.7,10.1,38,"AB"
"1194","Cluster","01-08",14.8293229166667,88.3038194444444,11.8902777777778,13632.18125,0,126756.4,9.373,33.953,6.22596988595328,27234.2889965971,4.35370512949906,14.1351325223265,101.5,49,26.2,8.4,39,"AB"
"1195","Cluster","01-09",15.2685540069686,75.4668989547038,9.3815331010453,22559.9470383275,0,187379,8.481,34.585,7.49455095500577,52634.8134630213,1.68289640166163,19.8043697533881,96,30,13.9,6.7,40,"AB"
"1196","Cluster","01-10",15.2034375,78.765625,9.77118055555556,22688.4097222222,0,187379,8.282,36.187,8.241510798813,50948.6741514097,1.73276560740711,20.8069716344681,96.5,27,13.5,7.2,41,"AB"
"1197","Cluster","01-11",14.1623993055556,78.015625,9.53993055555556,13694.2986111111,0,148801,9.275,31.472,5.18254760078715,33787.906784541,1.22427650342279,15.670905562255,94,35,14.5,7.6,42,"AB"
"1198","Cluster","01-12",12.0694236111111,95.9756944444444,10.8166666666667,8155.83055555556,0,159823.3,8.382,31.676,4.87834464352852,22247.1369509187,3.1066411946337,7.14797060966426,101,54.5,21,8.1,43,"AB"
"1199","Cluster","01-13",12.0761944444444,89.6163194444444,9.83055555555556,4375.66458333333,0,88178.4,7.481,21.091,3.16462500880913,11387.6249117018,2.54115334394844,8.58019218342855,101,70,18.4,6.5,44,"AB"
"1200","Cluster","01-14",10.5609375,92.8055555555556,8.94027777777778,792.086111111111,0,5511.1,8.978,13.269,1.23295649732792,1358.79651406518,1.23148698787941,12.9163229132633,101,64.5,10.9,6.1,45,"AB"
"1201","Cluster","12-07",12.1458571428571,76.6666666666667,7.97380952380952,0.128571428571429,0,10.8,10.748,15.282,1.15190831862899,1.17837660727436,1.12925170314896,2.20259066158239,82.5,72,10.6,6.6,7,"AB"
"1202","Cluster","12-08",17.1815104166667,61.2482638888889,7.46944444444444,19550.4885416667,0,176356.7,9.768,40.185,9.64919776520754,44789.0682010515,1.57100370844727,20.1565734543699,81.5,18.5,11.6,5.4,8,"AB"
"1203","Cluster","12-09",17.3538993055556,52.7638888888889,6.72881944444444,9983.31319444444,0,165334.4,10.651,33.43,5.43548528651581,24687.2514805673,1.37669856899196,12.1793285266649,74,26,10.1,4.2,9,"AB"
"1204","Cluster","12-10",17.798875,55.3767361111111,7.20034722222222,8367.85659722222,0,132267.5,11.334,40.185,6.49917779348197,24004.1659286145,2.81200138609371,18.230605095065,86.5,17,12,3.5,10,"AB"
"1205","Cluster","12-11",18.3181458333333,49.6475694444444,5.78888888888889,19349.7479166667,0,176356.7,10.357,39.502,8.44992200897456,44068.6170360199,2.0031025103708,12.618218439246,64.5,22,10.9,2.9,11,"AB"
"1206","Cluster","12-12",15.1216319444444,66.3888888888889,7.58819444444444,14462.4256944444,0,170845.6,8.779,36.079,6.78705018850426,34099.449152496,3.68893243535068,18.3612078243262,93,27.5,12.1,1.9,12,"AB"
"1207","Cluster","12-13",19.4096423611111,40.25,1.45243055555556,20198.7194444444,0,187379,8.581,41.225,9.61717622797211,46664.342231277,4.53403632109562,28.3579042192352,91.5,11,8.5,-5.9,13,"AB"
"1208","Cluster","12-14",16.7304826388889,36.8975694444444,0.0489583333333333,1241.18125,0,7577.8,11.722,21.855,2.60821967255918,1868.28514368501,5.82884802464647,20.0264396924352,75,18.5,11.1,-6.8,14,"AB"
"1209","Cluster","12-15",16.3662708333333,59.8229166666667,6.19131944444444,19513.6381944444,0,187379,9.176,39.05,9.33609379569067,45434.8777048235,3.53919236176248,19.5424106614289,87.5,12,11.3,-0.9,15,"AB"
"1210","Cluster","12-16",15.8205868055556,65.8489583333333,7.35486111111111,18973.7586805556,0,176356.7,8.182,38.157,8.22372057338366,44790.007745612,2.34613864278421,21.8246240503479,86,14.5,11,2.3,16,"AB"
"1211","Cluster","12-17",14.0073298611111,88.4704861111111,11.7947916666667,2088.09618055556,0,57867,11.528,21.76,2.02849418040611,6472.89497730327,1.5456155675259,10.2255059818658,100,58.5,14.2,9.3,17,"AB"
"1212","Cluster","12-18",15.25684375,83.3368055555556,10.978125,16516.025,0,176356.7,8.879,35.435,7.2341907074343,38845.6525044926,2.48923269281012,17.6590660216356,100.5,41.5,19.5,6.9,18,"AB"
"1213","Cluster","12-19",17.4635277777778,61.3645833333333,7.90104166666667,20346.6854166667,0,187379,9.472,40.761,9.03736108529394,46755.2833289186,3.01771176174987,18.0527410400535,87,21.5,13.1,3.2,19,"AB"
"1214","Cluster","12-20",17.6035833333333,61.109375,8.10451388888889,16241.6944444444,0,187379,10.846,38.49,7.68472691758851,40361.2344612777,3.47851751230752,19.1260539494612,88,24,13.3,2.3,20,"AB"
"1215","Cluster","12-21",16.0230798611111,65.0277777777778,8.37118055555556,8123.165625,0,110223,10.651,37.165,6.13885072639714,21570.2360877956,1.88591958420488,13.6565995045289,79.5,25,12.2,3.9,21,"AB"
"1216","Cluster","12-22",14.5967222222222,74.2465277777778,8.86770833333333,14850.5642361111,0,148801,8.779,33.953,6.52412824987588,34374.3548136775,2.72563625375891,15.8107818952321,93,36,13.4,4.6,22,"AB"
"1217","Cluster","12-23",14.4251701388889,75.3420138888889,8.90104166666667,11675.6451388889,0,165334.4,8.68,33.43,6.36565282792392,27436.6837074774,2.24326299757889,16.5958373555813,92.5,33,12.7,5.3,23,"AB"
"1218","Cluster","12-24",16.6092118055556,69.2465277777778,8.89861111111111,19159.3260416667,0,176356.7,8.182,37.604,8.47813089282174,43776.32139636,1.87577574609339,19.7774196842025,90.5,25.5,12.6,4.7,24,"AB"
"1219","Cluster","12-25",17.171375,52.1006944444444,5.56770833333333,19064.24375,0,170845.6,9.866,35.115,6.39873269396762,43622.469823299,3.48458511245218,15.7138590222047,83.5,29.5,11.7,-0.2,25,"AB"
"1220","Cluster","12-26",14.5177465277778,50.6753472222222,2.69826388888889,19972.4520833333,0,176356.7,7.28,36.079,8.50412673107451,45476.5974710713,1.88360719617781,13.1932691852851,64.5,21.5,7.6,0.4,26,"AB"
"1221","Cluster","12-27",13.8184513888889,45.1892361111111,0.658333333333333,20044.4354166667,0,170845.6,6.775,33.222,7.81997961253646,45175.854221288,3.48253982370531,14.3970497161545,72,23.5,8.5,-5.8,27,"AB"
"1222","Cluster","12-28",12.6539548611111,44.3402777777778,-1.196875,20593.5104166667,0,176356.7,5.244,35.222,8.67692785683957,46863.2511619415,1.49816053007266,15.0629518484748,62.5,13.5,2.2,-4.3,28,"AB"
"1223","Cluster","12-29",13.4768229166667,33.1822916666667,-4.41805555555556,20745.4770833333,0,176356.7,4.934,35.864,8.72615256366464,47517.971711284,2.72298649269723,12.6489287929063,52.5,10,2.4,-8.5,29,"AB"
"1224","Cluster","12-30",13.9302179930796,52.2024221453287,2.06332179930796,20760.2827956989,0,176356.7,5.86,35.328,8.94780631776474,46784.6002552067,5.31933423513821,21.208039315619,86.5,19.5,8.9,-5.6,30,"AB"
"1225","Cluster","12-31",13.2053020833333,54.3680555555556,1.88715277777778,16267.2947916667,0,187379,7.381,33.535,6.28747654014888,39340.8741733039,6.55622226603589,25.5914011385433,87.5,19.5,9.4,-11,31,"AB"
"1226","NW","01-01",9.93126388888889,28.7951388888889,-8.22986111111111,2012.78576388889,0,30311.3,4.727,21.091,3.73998966624765,3993.3665035591,2.10178553132023,7.7363824826546,45.5,16,-1.9,-11.4,32,"AB"
"1227","NW","01-02",10.5404409722222,32.7569444444444,-6.17361111111111,1862.05486111111,0,31689.1,4.415,21.664,4.60741006442123,3578.07635123087,3.74289545097766,9.64256426907874,46,14,0.6,-13.3,33,"AB"
"1228","NW","01-03",10.9549513888889,41.6388888888889,-2.46805555555556,1835.29340277778,0,22044.6,6.166,22.142,4.4047721172944,3348.51203306796,3.16986359806732,11.36340548106,63,22.5,5.2,-7,34,"AB"
"1229","NW","01-04",11.9196041666667,44.6319444444444,-0.453472222222222,1868.70451388889,0,35822.5,7.582,21.664,3.647401716059,3632.60648530605,3.32627410174245,10.601835044486,65.5,26,5.7,-5.2,35,"AB"
"1230","NW","01-05",10.62296875,70.984375,4.94895833333333,421.551388888889,0,3616.7,7.882,14.421,1.82625950115819,671.332378718496,4.18259196745297,19.5777890655488,101,48.5,10,-1.4,36,"AB"
"1231","NW","01-06",11.1633333333333,101.859375,10.9100694444444,1807.63402777778,0,38578,6.471,16.999,2.37709348188135,3845.84543870655,2.06137601502007,0.833854004007896,103.5,100,13.2,6.4,37,"AB"
"1232","NW","01-07",12.5217013888889,103.734375,12.7381944444444,921.253472222222,0,9300.1,10.553,15.187,1.35207006900394,1575.43630412349,1.18504011474628,0.562874923444373,104.5,102.5,15,11.2,38,"AB"
"1233","NW","01-08",13.4092222222222,102.699652777778,12.9434027777778,1566.19270833333,0,12400.1,9.373,21.664,3.72086416650315,2474.95250922282,2.98769104634738,1.94414153038468,105,95.5,19.1,9.7,39,"AB"
"1234","NW","01-09",13.1441992882562,91.8985765124555,9.44946619217082,1789.57508896797,0,23422.4,8.581,27.468,3.72093142949443,3327.21440128097,1.22899845973521,14.3655539685593,104.5,48,16.3,7.9,40,"AB"
"1235","NW","01-10",12.2838125,89.1302083333333,10.5802083333333,1874.19861111111,0,39955.8,8.282,21.473,3.24981582853938,4161.34310664449,0.983128029809198,8.73075128925987,98,64.5,12.3,8.3,41,"AB"
"1236","NW","01-11",12.8024201388889,92.6302083333333,10.2114583333333,1598.48472222222,0,16533.4,9.176,19.758,2.40010837020371,2928.72854452251,0.928961406316262,11.7895848424718,104,62.5,14,8.7,42,"AB"
"1237","NW","01-12",10.7848472222222,103.786458333333,10.6954861111111,1265.54861111111,0,13777.9,8.282,16.046,2.01887815579259,2272.35600249799,2.24613034017016,0.778896717042006,105,102,14.5,7.6,43,"AB"
"1238","NW","01-13",11.6172083333333,99.0086805555556,10.9836805555556,1056.06388888889,0,9300.1,7.582,15.473,2.48947126573633,1616.77064211783,2.12072344717824,8.66311583400273,104.5,73,15,7.8,44,"AB"
"1239","NW","01-14",10.4656527777778,104.338541666667,10.8381944444444,582.300347222222,0,3788.9,8.978,12.883,1.01711328083698,965.487384800515,0.846019293507216,0.560742997334103,105,103,13.2,9.6,45,"AB"
"1240","NW","01-15",11.0645868055556,105.151041666667,12.0322916666667,334.170138888889,0,2583.4,10.259,12.883,0.576741066031285,577.260094348128,1.41064851211727,0.722171733173711,105.5,103,16.5,10.8,46,"AB"
"1241","NW","01-16",13.7560208333333,105.276041666667,15.6805555555556,790.626388888889,0,7577.8,10.651,18.236,2.12187770526016,1397.49962520105,0.377554533113105,0.548373227705467,105.5,103,17.5,15.3,47,"AB"
"1242","NW","01-17",14.7142604166667,105.473958333333,13.8826388888889,532.519791666667,0,2927.8,12.401,15.473,0.717115878235829,861.533743107517,1.40106131305604,0.70353682771,106.5,103.5,16.7,11.4,48,"AB"
"1243","NW","01-18",13.5704201388889,104.866319444444,13.7795138888889,1374.38333333333,0,12400.1,10.553,20.138,2.54709630822159,2242.18786067947,2.69233596224623,1.59441894499662,106,95.5,21.2,10.5,49,"AB"
"1244","NW","01-19",16.2304826388889,66.2690972222222,9.95104166666667,1527.025,0,13777.9,10.455,27.173,4.38960681607106,2524.33279089025,3.19388553872783,8.74262157106012,102.5,45.5,22.4,6.3,50,"AB"
"1245","NW","01-20",15.8152291666667,66.9461805555556,7.88888888888889,1548.81354166667,0,8611.2,11.528,23.581,2.51662531689308,2352.87475429481,5.46404925867256,18.4778722358528,92.5,33,14.1,-0.5,51,"AB"
"1246","NW","01-21",11.1351531322506,47.9280742459397,0.218561484918794,1962.37405063291,0,14466.8,6.5,20,3.20708070394436,3211.31061987903,0.677188971119703,11.0458631950929,65,28,2.8,-1.6,52,"AB"
"1247","NW","01-22",14.528091503268,38.1078431372549,-0.201960784313725,1812.63725490196,0,14466.8,9.472,24.641,3.58695649167243,2782.06670017005,2.82513321968688,7.75571545964791,54.5,24,4.2,-5.2,53,"AB"
"1248","NW","01-23",13.1588645833333,44.6371527777778,-0.084375,1861.26666666667,0,19289,7.782,21.282,3.6528529138428,3375.39878701153,4.73201700904251,18.0666432255688,78,19.5,8.7,-7.5,54,"AB"
"1249","NW","01-24",17.2279513888889,37.3958333333333,1.65590277777778,1819.18368055556,0,14466.8,9.669,28.357,5.04148994600579,3120.62868700154,1.07413357885262,10.32306962829,61.5,23,4.5,-0.5,55,"AB"
"1250","NW","01-25",17.4518055555556,34.78125,0.978472222222222,1957.61875,0,21355.7,11.625,27.567,4.09157291475582,3470.54753166452,1.83225696942682,8.38401472814024,55.5,22.5,6.1,-1.5,56,"AB"
"1251","NW","01-26",18.7379583333333,29.5659722222222,0.0381944444444444,1922.44861111111,0,26178,13.75,28.357,3.93215522000544,3290.34447138085,1.58927137021719,5.54589546807183,40.5,18.5,3.6,-3.4,57,"AB"
"1252","NW","01-27",16.4133680555556,44.2534722222222,3.44270833333333,1971.52222222222,0,17222.3,10.846,27.665,4.29148700339405,3340.89260339938,2.46139863323829,10.823737709599,82.5,29,12.3,-1.1,58,"AB"
"1253","NW","01-28",14.4530833333333,65.2621527777778,7.36666666666667,1492.565625,0,21355.7,9.472,25.805,3.88011921222084,2819.85369748599,2.71706441299985,13.008032557956,82,34,12,2.4,59,"AB"
"1254","NW","01-29",14.4693368055556,79.8038194444444,10.6038194444444,1746.78784722222,0,12400.1,10.651,21.951,2.85559720581286,2927.04675733202,1.74787656000882,9.00506357723275,94,56,13.6,6.4,60,"AB"
"1255","NW","01-30",13.3195416666667,86.8958333333333,10.7555555555556,1834.20659722222,0,24800.2,9.571,22.333,3.18068603555812,3272.12141068496,1.59602196145054,9.0127426245691,97.5,63.5,13.6,8.5,61,"AB"
"1256","NW","01-31",12.0440555555556,99.7690972222222,11.7125,428.876041666667,0,8611.2,9.176,14.325,1.34793479550411,1044.10475865914,1.25763868112618,5.62671420733297,104.5,85,14,9.6,62,"AB"
"1257","NW","02-01",12.1780798611111,103.824652777778,12.2329861111111,1179.06527777778,0,10333.4,8.182,16.713,2.61501702991983,2020.5683812531,2.30589052683722,0.84802489378559,104.5,101.5,16,8.6,63,"AB"
"1258","NW","02-02",11.5952222222222,104.984375,12.0065972222222,518.130208333333,0,5338.9,9.768,13.846,1.09757291278405,986.755954153002,1.11764041089962,0.316115840695584,105.5,104,14.3,10.3,64,"AB"
"1259","NW","02-03",12.2893541666667,104.986111111111,12.7614583333333,1150.90774647887,0,13777.9,10.357,15.76,1.16320350018375,2254.66312383831,0.977307307437498,0.702024063348766,106,103,15.1,10.8,65,"AB"
"1260","NW","02-04",11.2135416666667,105.279513888889,11.996875,NA,NA,NA,8.5,14,1.41804840555173,NA,1.30883780600922,0.958637847393118,106,103,14.5,9.3,66,"AB"
"1261","NW","02-05",9.45882986111111,84.6875,6.11944444444444,1868.65342465753,0,12400.1,6.5,23.869,2.31859720495529,3093.51268507377,4.17113488643142,22.3468753905609,106.5,45,15,-3.4,67,"AB"
